题目,朝代,作者,内容
题积庆堂歌,元末明初,王祎,武川之溪，浙水所发源。西流到金华，合为双溪波流益沄沄。当其发源处，粤有徐氏居其村。渠家奕世尚诗礼，种德植义素以积善闻。有弟与昆，有子及孙，一门之内，蔼然若春温。世业不陨，善之所积，是乃庆所存。试观在昔，或七叶珥貂，或三世列戟，悉由微贱高其门。积德所致讵谓无其因，彼有稔奸肆恶乃获尊。富安荣者天之未定非天实，薨薨我愿徐氏有引而勿替，百世虽远庆孟敦。谓予不信请看武川水，源深流长非可谖。
拟唐凯乐歌四首 其一 破阵乐,元末明初,王祎,惟皇应宝历，受天命以兴。赫赫扬神武，隆隆震天声。秉黄钺白旄，四征讨不庭。蠢彼枭獍徒，屯蜂蚁营营。萧斧伐朝菌，一挥不留行。大憝既已夷，乾坤永清宁。
拟唐凯乐歌四首 其二 应圣期,元末明初,王祎,千载开昌运，三灵恊睿谟。金轮神化衍，玉牒庆源储。砺带河山誓，幅员夷夏图。大明真普遍，万物尽昭苏。制作兴王夏，歌讴属帝虞。从此承平后，祯祥纪瑞符。
拟唐凯乐歌四首 其三 贺圣欢,元末明初,王祎,轩辕垂衣裳，虞庭舞干羽。至治一以臻，圣作物斯睹。阖辟侔乾坤，经纬用文武。濊泽均漏泉，仁风动率土。大君德犹龙，群臣拜如虎。万岁复千龄，大平亘来古。
拟唐凯乐歌四首 其四 君臣同庆乐,元末明初,王祎,天地既开泰，君臣咸应期。明良元一体，庆乐得同时。鱼水情真契，龙云势每随。周王资望奭，虞后赖皋夔。鼓舞千年运，经营百世基。赓歌一堂上，共咏角招诗。
渑池县丞王侯驱虎歌,元末明初,王祎,渑池之境最多虎，道路行人共愁苦。狂风吼怒振尘沙，落日惊魂惨烟雨。王侯承诏来作丞，民有创痍手摩抚。下车走谒城隍神，亲写文移对神语。为言幽显虽有分，我与尔神均守土。猛虎今兹实害人，责不在予还在汝。早遣恶类离境中，尔神无愧为民主。精诚一念既感孚，阴逐潜驱固其所。驿使邮夫中夜驰，耕农贾客凌晨聚。前时出户即畏涂，今日连村皆按堵。童谣籍籍相谓言，孰使吾人乐居处。我侯之德与神通，故令孽沴成销沮。岂不见古来循吏美迹多，虎有渡江及渡河。渑池之事同不磨，王侯王侯奈尔何。
南城曲二首 其一,元末明初,王祎,素罗束发双髻拖，大红衫子小红靴。并马早出南城路，问人杏花多未多。
南城曲二首 其二,元末明初,王祎,南城杏花如锦红，就花索酒醉春风。郎君入儤犹未满，为言归去莫匆匆。
次友人离别曲,元末明初,王祎,东风吹春满南陌，杨柳青青李花白。花柳年年好颜色，妾容已觉今非昔。自从结发为君妇，君往长安几寒暑。定知时去宿青楼，不似孤闺长夜苦。丈夫谩道功名好，不道别离人易老。令人却羡田家郎，白头夫妇得成双。
荆树曲,元末明初,王祎,紫荆树，当轩青，众枝只共一本生。去年风吹北枝损，憔悴南枝颜色陨。北枝今岁喜如前，南枝颜色皆鲜鲜。树木无知宁有意，同本故应休戚系。君不见桃生路井上，李树生桃旁。虫来齧桃根，李树代桃僵。桃李异树尚如是，况此一本相连理。人皆兄弟无则已，若有还须荆树比。
荆门曲,元末明初,王祎,任城北行三百里，官树如云夹河水。树深水浅船行迟，五日才到荆门西。荆门津吏不开闸，前船后船似鳞压。名驱利逼贪涂程，落月在地登车行。
赠郑生叔车,元末明初,胡翰,游子不顾远，停桡江上春。冀方有来客，白发乃吾亲。十年阻南北，一见融心神。天道谅不慆，嗟嗟行路人。
狮子林十四首 其一 狮子峰,元末明初,王彝,昔年清凉山，燄燄金毛赤。来此自何年，苍然化为石。
狮子林十四首 其二 含晖峰,元末明初,王彝,凿翠从阳谷，移来佛屋东。空嵌才一窦，夜与日华通。
狮子林十四首 其三 吐月峰,元末明初,王彝,势作金蟆立，呀然仰太清。每当三五夕，先放半规明。
狮子林十四首 其四 立玉峰,元末明初,王彝,昆冈分半股，插地四无邻。为有怀中璧，虹光夜夜春。
狮子林十四首 其五 禅窝,元末明初,王彝,古屋依青润，袈裟半是苔。壁间僧影在，一坐九年来。
狮子林十四首 其六 翻经台,元末明初,王彝,云麓最高层，依依月乍升。聊因看贝叶，带露一来登。
狮子林十四首 其七 小飞虹,元末明初,王彝,龙影夕连蜷，不饮吴江渚。截断涧东天，飞来涧西雨。
狮子林十四首 其九 立雪堂,元末明初,王彝,大地寒深处，参师不自知。青天还日出，一路见来时。
狮子林十四首 其十三 玉鉴池,元末明初,王彝,水清不生萍，况复生鱼子。僧面此中看，分明佛光里。
狮子林十四首 其十四 冰壶井,元末明初,王彝,铜瓶百尺下，出甃带微霜。注入莲筒去，风吹满寺香。
癸丑岁十二月初四夜宿狮子林听雨有作,元末明初,王彝,自是城中寺，却忘身在城。俄然万松子，吹作四檐声。我欲远尘世，僧多留客情。聊因佛灯下，听雨到天明。
为如海上人题顾定之竹,元末明初,王彝,老僧出定心逾寂，坐觉谷中繁露滴。万响千声自去来，一时月照袈裟白。蜿蜒何物向窗飞，分明鼓鬣复扬鬐。人间只识仙翁杖，不识降龙出钵时。
春草词,元末明初,王彝,春草兮青青，罗生兮满庭。望王孙兮不归，纷百草兮愁人。结幽兰兮佩之，采莫采兮江蓠。东风发兮江渚，晞朝暾兮以雨。荪亦乐兮有母，日承颜兮堂下。把瑶华兮琼英，日方永兮岁未央。羌进拜兮羞余觞，春欣欣兮百草生。草生兮有心，春复春兮焉穷。
春草堂诗,元末明初,王彝,几见春风吹草青，一身偏自念初生。从今白发应重绿，岁岁春来母子情。
招鹤辞,元末明初,胡翰,鹤之去兮，下土方。橧不可巢兮，怅孰与之翱翔。三桑无枝兮，望苍门而未阳。西母折胜兮，恐邓林之不芳。鸱厉吻而啸号兮，鶝衔矢以为长。仁鸟高逝兮，杳莫闻其归昌。牛哀化而为虎兮，虽含灵而无良。莽蓁蓁而阹迾兮，括隐隐而机张。畴复殪彼䝟貐兮，驱百怪以伏藏。鹤之去兮，海是泊。浟湙无垠兮，深入冥漠。天吴九首兮，仡立而可愕。海童之么么兮，又唏而相薄。归墟合夫尾闾兮，三神峙而参错。何飞廉之弗戒兮，舟欲进而忽却。抶象而驾蛖鱼兮，将往来以乘蹻。观荡荡于天外兮，求地轴之所托。惧鳌力之不任兮，玄黄杂而挥霍。鹤之翔兮，无远遥。大圜于穆兮，上积清寥。澹至人之无为兮，与清光以游遨。骋骐骥于天路兮，左玉女而右松乔。齐骞腾于风背兮，吹参差之洞箫。恍出有而入无兮，非世俗之所服。凭高云以结思兮，极劳心之悽恻。昔余览夫幽经兮，嘉金行之肖仪。曰吐故而纳新兮，岁千祀以为期。朝澡神于秋水兮，夕申警乎湛露。曾日月之几何兮，忽溷澖而莫之主。仙既不可睹兮，彼又得而驭之。世不可以容穟兮，将羽化而去之。万类之芸芸兮，何有于定姿。曶神奇而冯生兮，鯈臭腐以焉归。鸢何飞而戾天兮，鱼何跃而在沼。凤何览而来下兮，龙何欲而能扰。气实使之然兮，孰观其徼。妙夏虫之疑冰兮，取诮于知道。上下为宇兮，四表为樊。大和欣合兮，含生孔蕃。曷不古处兮，乐全其天。麟折足于车子兮，徒反袂而泗涟。龟曳尾于泥涂兮，惧触罟而造钻。观既往而知来兮，惟委顺于陶甄。援雅琴以发弹兮，聊释余之中悁。乱曰：山海浩兮，蔽亏。城郭缭兮，委蛇。人民是兮，今岂非。芝三秀兮，可疗饥。盍归乎来兮，丁令威。
白鹿引,元末明初,胡翰,鹿之呦呦兮。彼姝者子非仙之俦兮。尚何求兮。鹿之伎伎兮。彼姝者子世莫系累兮。是以从吾志兮。大车连驷吾不知所税兮。
题画,元末明初,王行,清霜入林山叶赤，烱烱寒蟾照空碧。千尺孤峰倚绛霄，俯仰乾坤一秋色。高怀本与山水同，闲踪得伴渔樵翁。纵谈不及尘世事，笑指天外南飞鸿。披图景象看如此，双目顿令清似水。欲凭粉墨写蓬瀛，更拂溪藤寻画史。
题倪元镇画,元末明初,王行,平生泉石共襟期，身后园林失旧姿。最是令人久相念，诗中图画画中诗。
郑禧之松林才子图,元末明初,王行,横空微霞澹初卷，一片苍云隔层巘。远壑清风拂树来，烟鬣捎捎总如剪。蹇驴随意历山冈，此景此情应两忘。忽惊啼鸟翠微里，催我佳句投奚囊。人生乐事知多少，独有吟情超世表。为泻词源浥画图，晴壁高堂楚山晓。
寄绮川故人,元末明初,王行,云木翳长夏，闲斋有余思。缅彼湖上山，日夕生妍姿。佳约既已屡，欢游阻前期。芳条含晚荣，碧草余旧滋。终当遂良觌，赋咏高秋时。
寄题聚碧轩,元末明初,王行,喜遂投闲意，开轩出竹林。高空苍雪堕，永夏绿云深。缥帙涵晴色，湘帘驻晚阴。须知子猷兴，千载一虚心。
题画并序,元末明初,王行,一曲清湾几曲山，白云红树夕阳间。高秋剩有登临兴，不惮携琴日往还。
题许澜伯先茔图并序,元末明初,王行,藏亲已云竟，思亲那可忘。写亲藏魄处，朝夕似亲傍。
题听松卷,元末明初,王行,长松知几树，树树著清风。飞雨夜初急，怒涛秋更雄。醉归山月里，高卧石楼中。那复钧天梦，知音自不穷。
寄题远山楼 其一,元末明初,王行,漾水迢迢远空，当楼历历遥峰。高捲湘帘独坐，烟中几朵芙蓉。
寄题远山楼 其二,元末明初,王行,烟楚苍茫际晓，霜空浩荡凝秋。何限江山远意，披襟独倚层楼。
酬韩蒙庵,元末明初,王行,永夏倦炎燠，颓阳剧朝暾。嘅彼郁郁怀，益此靡靡烦。旋当岁华晏，凝阴霜霰繁。果烈不可任，乃复思晴暄。寒暑互侵虐，弱质讵长存。故人念衰朽，交情弥见敦。轻箑贻夏凉，重巾致冬温。温凉适其宜，安我旦与昏。斯惠良匪薄，胡能答瑶琨。东风入林庐，春事看已殷。群汇纷自畅，新泉生故源。时物谅足娱，高居况丘园。爰忻慰迟暮，相从咏道言。
松云二士图,元末明初,王行,晴霭翠纷纷，春桥水乍分。山家在何处，松外万重云。幽石暖差差，苔华绿渐滋。不辞同晚步，溪上有新诗。碧嶂猿声后，清宵鹤思前。孤亭群树底，堪与坐谈玄。满地写松阴，元芝拟共寻。樵踪浑不见，知得此山深。相识更相逢，前山此路通。桃烟连幕翠，只在白云中。
赠栉生沈志道,元末明初,王行,安眠海运朝黄宫，发如日出蒙霜松。含风老梳起为栉，习习万窍聪明通。市门有客亦何者，山花满髻双颧红。肩囊朝出暮复返，弹镊远送孤飞鸿。嗟兹两事谁所记，豫章太史眉山翁。自非此艺有妙适，孰肯置尔诗囊中。况今子复异於众，雅有古意蟠心胸。清阴绿树画檐静，湘帘拂拂生微风。青云撒地丝万缕，绾束不厌冠巾重。予年渐衰叹种种，时亦藉子修仪容。子今远行事游历，湖海剩有神仙踪。烟霞尘土偶相遇，会须更达纯阳聪。
寄蔡渔村 其一,元末明初,王行,两年江馆得相亲，俄复荷衣染市尘。几度相思更相羡，清风明月属闲人。
寄蔡渔村 其二,元末明初,王行,忆同江渚问梅花，把酒吟诗兴总佳。此日尘埃城郭里，每看云鸟落天涯。
题赤壁赋意图,元末明初,王行,羽扇风前故迹，洞箫声里高秋。怅望美人何处，江山应识重游。
墨竹,元末明初,王行,寒牖晚风声细，凉池夏日阴清。隐隐碧云鸣凤，仙人何处吹笙。
桂月弄笛便面,元末明初,王行,月色与天香，相将浥露凉。弦中有流水，幽韵入清商。
题子昂书归去来词,元末明初,王行,虚馆坐清晓，高秋零露时。佳菊秀可餐，寒葩含晚滋。芳馨发孤思，写此归来词。余兴犹未已，玄玉生琼枝。孰谓公子怀，不与幽人期。抚卷三叹息，繄年非义熙。
题九华山图为陈二守,元末明初,王行,池阳古鄣郡，江左闻佳声。峨峨九华山，谪仙之所名。其巅紫霄迥，其下沧波澄。千岩白云起，万象清风生。兹地既灵秀，草木皆欣荣。中有隐者居，奕世传芳馨。潜德耀厥后，应召趍宸京。悠悠乘倅车，来治姑苏城。政化爰已洽，惠我东南氓。公暇有登览，远目增双明。新图貌故山，足慰瞻云情。君亲本同事，於焉著忠诚。抚卷兴我咏，遥峰天际横。
梅花卷,元末明初,王行,漠漠素云迷，空山雪霁时。齐开一万树，都是向南枝。清影照碧水，寒香随晚飔。谁言林处士，独解为题诗。
休牧图,元末明初,王行,禾黍高低垄亩宽，一春勤苦一秋安。泉甘草美凉阴卧，不用家人接牡丹。
题生挽卷,元末明初,王行,生死若昼夜，始终理之常。知者付自然，昧者徒悲伤。观兹缀语言，预计身后藏。要令执绋人，相挽歌其章。自非旷达士，孰不讳死丧。死丧何足云，逝波日茫茫。四运迭相代，腊谢适春芳。载歌生挽诗，忧乐两俱忘。
题画八首 其一,元末明初,王行,浓翠幕晴岚，春山古寺间。鸟啼花落处，曾共扣禅关。
题画八首 其二,元末明初,王行,群嶂绕溪青，晴来马足轻。不辞山路远，随处听啼莺。
题画八首 其三,元末明初,王行,江槛俯清浔，高秋水气深。楸枰互相对，机事亦何心。
题画八首 其四,元末明初,王行,春水远浮天，悠悠一钓船。樵青且沽酒，丝上鲤鱼鲜。
题画八首 其五,元末明初,王行,晚岫含残日，寒波荡远空。层栏人独倚，秋思渺无穷。
题画八首 其六,元末明初,王行,隐迹混樵踪，幽居碧涧东。秋光胜春色，红树白云中。
题画八首 其七,元末明初,王行,极目楚天遥，湖亭晚兴饶。平波千万顷，鸥影落青霄。
题画八首 其八,元末明初,王行,一水泛秋光，千山共夕阳。江乡无限好，都属钓鱼郎。
题画二首 其二,元末明初,王行,雨后飞泉下碧湍，长松脩竹草堂寒。无人解识高人意，溪上青山独自看。
题子庭竹石乔柯,元末明初,王行,高空飞飙激清商，一夜黄落满涧冈。百虫销声流水涩，独有古木凌寒霜。层崖削铁斧凿在，乱石磊磊秋云荒。蓁丛交荣灌莽盛，绿青紫翠碧与苍。条枯干壮忽尽埽，依旧烟筱连风篁。我尝见之兴叹息，观变乃能知厥常。兹因遗楮聊示幻，便与所见争毫芒。波翻墨池漫倾泻，雨入溪山同混茫。豁然晴目快先睹，槎牙萧瑟撑高堂。逃禅石室到尔柏，以墨寓戏成清狂。书墙涴壁正如此，痴戆醉颠安足当。惟应老巨差或近，吐气矹硉终难方。亦知造化不可量，笔端赋形谁翕张。蛟虬虎兕鸾凤凰，攫身腾跃势欲翔。天机神妙露复藏，我今作诗唤蒙庄。空山樗栎寿莫强，与子共入无何乡。
次韵张伯纯见寄,元末明初,王行,一从高迹隐林坰，城郭登临不共行。流水高山谁得解，暮云春树几多情。平湖远汉空明里，落日群峰紫翠横。已喜芳邻近得接，好怀那惜向君倾。
读书斋,元末明初,王行,闲斋寂无营，忘我外驰意。韦编在燕几，芳席蔼兰气。薿薿庭草深，沄沄涧水驶。永坐弦我诗，清风自南至。
雪后西湾访友道中即事,元末明初,王行,山中风雪下三日，日出未消溪上寒。行路不辞穿窈窕，人家何处有琅玕。初春草色缘沙见，数树梅花隔水看。此景欲摹难泼墨，拟将粉笔写林峦。
虎丘春霁图,元末明初,王行,群巘抱西郭，一峰出平田。孤秀凌太清，旁绝络与联。古迹遍林谷，干将閟重泉。划开千尺厓，下见清泠渊。翠壁绚霞彩，葩词咏千贤。于时属青春，霁色明高天。鸣鸟亦已和，众卉纷自妍。夙驾爰此游，襟怀遂悠然。岂曰事赏心，观俗古所传。来牟蔽丘垄，馌耕满畴阡。乐土有若兹，勤政复勉旃。愿同击壤氓，熙熙度余年。
为王立方题雪峰孤眺图,元末明初,王行,层空飞雪夜漫漫，独倚危阑向晓看。纵使万山同一色，不妨孤嶂出高寒。
寄陈惟允,元末明初,王行,时否贤才隐，年饥瘦稚啼。倦游同缩猬，起舞讶闻鸡。秘语推图谶，荒愁怯鼓鼙。磨碑求著作，先与草淮西。
赠均田民部何员外,元末明初,王行,尝观夏禹贡，扬州下下田。历商至周汉，唐宋几千年。渐称极膏腴，庶盛鲜与肩。迩来困戈鋋，陇畛相弃捐。虽云东南赋，多瘠少厚全。恭遇维新朝，限均际幅员。所以委明公，疆理来旬宣。口分与世业，多寡无陂偏。一以国制重，一以民务便。顷亩弗浮隐，厘撮那盈朘。置奠邦本固，肇造熙皞天。山河誓带砺，圣祚万世延。吾民歌帝力，王道其平平。
送顾光远赴广东行省郎中,元末明初,王行,嘉谟翊新命，昭代人文熙。选职从要津，分司奠南维。番禺隔星纪，雄藩控华夷。方伯古诸侯，赞画郎署资。所以藉异才，弼亮符休期。养士负材器，抚民息疮痍。炎瘴千里清，雨泽三春施。故乡别宿契，去去当其时。丈夫贵有为，讵作儿女悲。停杯赠马策，高翔粲容仪。何必守章句，终年困蓬藜。
送侍书宋仲温出任凤翔同知,元末明初,王行,善书闻宇内，盛事起江东。楷草嘉攸习，钟王信许宗。千金堪立价，百日岂论功。劲捷横空鹤，盘旋戏海鸿。入神繇独悟，驰誉忽遐通。荐剡来原籍，观光诣法宫。抽毫濡太液，挥翰代天工。御赏符前辙，舆评迈古风。杯沾银凿落，佩曳玉玲珑。远甸多民瘁，深忧切帝衷。一朝蒙峻擢，万里赴提封。仁煦为邦易，敷宣脱颖同。专城昭圣化，别驾佐时雍。边境戈鋋息，郊原户口充。宝鸡鸣角角，岐凤叶雍雍。拭目文华展，流传史册中。
送莫礼敬应聘之京,元末明初,王行,频年湖上读书多，束帛戋戋忽见过。霄汉明良图治理，林泉英俊遍遮罗。登朝簠簋材偏美，调鼎盐梅味较和。只恐西风秋欲起，四鳃回忆渺烟波。
闻徐幼文转河南布政因寄,元末明初,王行,忆昔交游重乡邑，孔思周情总英特。喜君文采尤出奇，玉树临风拟标格。倏承剡荐登天衢，切任耳目官黄枢。澄清式揽范滂辔，献替或引辛毗裾。出巡南州动山岳，金吾将军胆欲落。澡明滞狱沛甘霖，埽却炎氛净边廓。紫薇花开分省春，左辖步履凌星辰。寻升诸侯古方伯，一柱兀障中霄云。绶绾银章造民福，立勋定继皋夔躅。蹇予林下渺相思，翘首长空翥黄鹄。
与韩公望衍斯道游穹窿山次韵留题显忠寺,元末明初,王行,春来看山奚独后，佻狭少年岂不有。云山登眺本清事，今朝始逢知己友。共操小舸过西郊，抵岸芒鞋竞行走。群峰云拥怒猊攫，高松风撼长鲸吼。谩携仙子采乐筐，愿缩天人散花手。磴危苔滑侧身缘，力疲仰叹前无偶。翠微深处耸招提，殿宇虚明敞窗牖。到时少憩借禅床，老衲呼茶我需酒。一尊未罄起吟哦，任使流光换辰酉。乘兴去探法雨泉，蜿蜒泻出苍厓口。洄湍响激玉霄琳，舞沫逆洒山椒杻。谅兹幽胜天所畀，恣意饱观宁用趣。况皆无辱又无荣，故乡佳景耽宜久。讵因贬谪抱羁忧，全胜当年柳州柳。
寓怀呈王太守观,元末明初,王行,把剑欲一舞，援琴思一弹。弹协太古心，舞激壮士肝。弹舞非衒技，深愧相知难。出处分已然，中道敢不安。但恐韶光迈，清霜殒丛阑。所以陋鸡栖，梳刷排鹓鸾。云霄一展举，九万凌风翰。昔似丹穴雏，志薄金琅玕。今同涸辙鲋，鬐鬣摧泥蟠。吐沫不自濡，引领空长叹。至人倾天瓢，何吝一滴悭。毋令东海若，惭绝西江澜。
江馆有怀王为善,元末明初,王行,江馆坐闲夕，客怀聊自宽。思君不可道，清梦若为安。露气寒花馥，霜华晚叶丹。葱葱好城郭，延首向西看。
次俞有立客中九日,元末明初,王行,君在江村我在家，各巡篱落看黄花。一庭闲日迟迟景，两岸微茫浅浅沙。不使好怀留世故，偶因佳节感年华。身轻随处聊堪乐，况有吟哦解叹嗟。
雪航,元末明初,王行,大野饶积雪，溪山同混茫。轩窗时眺望，虚䆳若舟航。晓霁浮玉色，夜寒流月光。山阴余兴在，吟咏不能忘。
春江钓艇图,元末明初,王行,春日初长倦读书，夕阳流水荡空虚。扁舟聊复持竿去，意在青山不在鱼。
水云居,元末明初,王行,秋水春云万里空，酒壶书卷一孤篷。多情最是闲鸥鹭，留得诗人作钓翁。
赠地理师,元末明初,王行,素业承家学有师，江湖声誉旧闻知。风生客座谈天处，云满山衣相地时。已向支干搜隐秘，更於龙虎探幽奇。何当示我青囊术，为尔凭轩一赋诗。
冬景六言,元末明初,王行,溪上人烟钓家，雪余鸿迹泥沙。路入双崖窈窕，花开几树枇杷。
秋景小幅,元末明初,王行,烟碧带霜红，秋深处处同。晚晴山更好，诗在野航中。
题郭巨逢金卷,元末明初,王行,为亲忘子亦堪怜，锄底黄金岂偶然。简册本期敦薄俗，晋人曾说邓攸贤。
仕女障子,元末明初,王行,读罢文窗女史箴，日长庭院正春深。游蜂舞蝶闲情思，那解当时匪石心。
高林雪竹,元末明初,王行,弄月吟风一万竿，翠云缭乱拂青鸾。岁寒别有精神在，宜凭阑干雪里看。
先月楼二首 其一,元末明初,王行,水边楼馆绝纤埃，高捲湘帘碧嶂开。一点飞蟾破秋色，清光先入座间来。
先月楼二首 其二,元末明初,王行,结楼临水上，风景问如何。明月夜先到，清光秋更多。高檐垂碧汉，低槛俯金波。想得凭空阔，长吟复浩歌。
倪云林竹树,元末明初,王行,幽筱弄寒姿，乔柯霜后时。吟窗有残墨，画得醉中诗。
吴仲圭墨竹,元末明初,王行,烟叶正青青，轩窗晓思清。开帘看春雨，江上有歌声。
杏田画,元末明初,王行,月下相逢缟袂寒，松枝清露湿烟鬟。祇因翠羽能歌舞，留得春风满醉颜。
寄唐伯慎,元末明初,王行,未见即云别，别怀安可忘。平生双醉眼，四海一诗囊。乔木苍云合，高楼白日长。屏山远相望，烟水正微茫。
宜晚轩,元末明初,王行,青山无古今，松柏有岁年。不为时所易，讵将春共妍。兹轩号宜晚，庭除带林泉。胜地惬高爽，闲门谢啾喧。青红复苍翠，山光杂溪烟。懿彼轩中人，阅世情淡然。明霞晕晴颊，微霜点秋颠。开口无别语，娓娓羲皇前。膝上玉雪弦，手中瑶华编。予每与谈笑，高怀欲腾骞。余年释尘缨，休佚谅所便。为我赋招隐，毋云孤愿言。
题画,元末明初,王行,水色映蒹葭，遥山更晚霞。扁舟载诗去，秋思满天涯。重觅旧池台，孤村夕照开。闲情聊共写，携得素琴来。
梅花折枝图,元末明初,王行,映水一枝开，春从笔底来。高楼漫吹笛，终不点苍苔。
水调歌头 和季琳端阳值雨,元末明初,王行,葵阳閟晴彩，榴火湿朱光。不知今日何日，烟霭涨蒲塘。已过清明时节，未近重阳气候，对景自斟量。应是家家雨，梅子要催黄。向朝来，寻旧事，问江乡。共言当此佳序，那肯负年华。虽阻绣茵斗草，不废翠蕤剪艾，更结綵丝长。昌歜缕香玉，情味付霞觞。
秋水晴霞 写意,元末明初,王行,客里光阴，那更是、厌厌春雨有如许。沾帷湿幔，洒窗飘户。十日晓寒添故絮。一天暮色凄平楚。待新晴，何处倚吟肩，东楼柱。芳草际，烟横渚。脩竹外，花连坞。便重整、酒壶茶具。诗豪琴谱。狂似次公从更醉，豪如谢掾休誇舞。有情怀，只好共渔樵，为宾主。
踏莎行 写怀,元末明初,王行,尘路风花，暖空晴絮。游丝剩有萦牵处。客怀幸自不禁愁，啼鹃又恁催归去。细草春沙，垂杨古渡。忘机可得如鸥鹭。平湖却也慰人心，片帆不碍烟中树。
一江春水 顾氏隐居,元末明初,王行,黄花翠竹临溪处。正是幽人住。不嫌拄杖破苍苔。便道有时烟雨、也须来。隔帘尘土纷纷起。久厌襄阳市。若能招我作西邻。从此一溪流水、两家分。
一江春水 邹氏隐居,元末明初,王行,白云红树秋山下。一片江南画。门前流水带晴沙。更是绕篱寒菊、正开花。如何眼厎逢佳处。偏许幽人住。也须来此置茅茨。莫待有人相寄、草堂资。
沁园春 春霁,元末明初,王行,昨夜园林，才听雨钩帘，满眼晴色。浓霭旋消，淡风微飏，软絮柔丝轻织。乍翻暖翼。傍檐新燕低无力。遍徙倚，池上画阑，云影乱澄碧。谩道逝水飞尘，相将九十诏光，谁解分得。况千金、清宵一刻。花香月色两相宜，客里倦怀时自适。几许吟啸，才情更付游人，醉边芳草，旧时南陌。
如梦令 惜春,元末明初,王行,一日寻芳一度。一树繁花一步。回首又何时，流水乱红无数。春暮。春暮。幽草绿阴庭户。
江月令 春馆书事,元末明初,王行,向煖渐生慵思，寻春似减情忺。酒怀诗兴揔恹恹。只有看山不厌。薄晚正须凭槛，新晴镇自钩帘。几多浓翠晓来添。话与白云休占。
浣溪沙 答平远翁送金桃,元末明初,王行,一夜东风落绛葩。几番醲露染丹砂。熟来风吹似仙家。滴处芳香沾玉笋，破时颜色胜金芽。小儿三采不须誇。
联芳词三首 其二 迎春乐,元末明初,王行,裁霞剪雪芳枝艳。正微醉、潮丹脸。露华浓、洗净残烟染。更不用、闲妆点。碎锦秾香空复念。临晓镜、碧波微滟。无那似娇娆，算只有，春能占。
联芳词三首 其三 解花语,元末明初,王行,寒消雪点，暖弄烟丝，又去年时候。蕙芽初透。轻澌尽、蹙蹙翠波风皱。浅黄晕柳。微隐映、琼芳孤秀。最爱他、纤指轻轻，折暗香盈袖。艳质固应低首。却休惭秾丽，不似清瘦。也还知否。可人处、飞燕玉环都有。罗浮梦后。更莫问、前村沽酒。但好教、腻白娇红，镇年年如旧。
如梦令 雪景便面,元末明初,王行,满眼落花飞絮。回首琼林玉树。驴背是何人，得了灞桥诗句。归去。归去。春在醉乡深处。
青山相送迎 访王光福之常烟水居,元末明初,王行,烟苍苍。水茫茫。闲访幽人烟水乡。扁舟孤兴长。蒲含霜。柳含霜。蒲柳萧萧青又黄。水云鸥鹭藏。
行香子 和衍上人见寄二首 其一,元末明初,王行,踪迹祗园，谈笑神仙。到尊前人爱逃禅。波澜舌底，风月吟边。似辩中安，书中素，醉中颠。忘情世虑，泉石因缘，两芒鞋几度朝天。归来此日，重话他年。共夜窗灯，春苑树，晚湖船。
行香子 和衍上人见寄二首 其二,元末明初,王行,时世推移，造化难齐。几多般簸弄成亏。鼠肝虫臂，臭腐神奇。却又何论，侏儒饱，岁星饥。胸中磊磈，眼底妍媸，便将都付与希夷。从前解事，今已无知。但睡时茶，醒后酒，兴来诗。
踏莎行 诜上人留宿 是日俞明府鹤瓢道人同访,元末明初,王行,高树颠风，疏篁啸雨。青山绕屋云来去。出林残磬讽经余，扑帘轻雾烧香处。闲客相过，仙踪偶驻。山僧更解留人住。夜窗灯火茗鸥宽，谈不尽，鸡声曙。
题来鹤辞卷,元末明初,王行,冠佩锵锵俨致斋，清安堂上醮筵开。九霄共仰孤鸾至，万里俄看众鹤来。寥唳清音风澹荡，回旋轻羽雪毰毸。须知感召由诚敬，赞咏兼欣属上才。
题寒山拾得图,元末明初,王行,松风谡谡生夜凉，白露欲湿练衣裳。苍苍古苔遍幽石，石根烟筱连疏篁。携手道人同徙倚，应是禅床定初起。笑指天边明月光，方寸要当如此耳。
赠无相,元末明初,王行,湖海觅佳士，氛埃叹销沉。独有遗世踪，不异古与今。上人莅名刹，素声著丛林。㔻生无滞怀，逸气凌孤岑。兹焉远相过，清风洒烦襟。方欣共徜徉，歘然起遐心。岁月易云晏，新阳复来寻。去去何当还，愿贻金玉音。毋令积遥思，江山烟雾深。
思缓堂,元末明初,王行,问法西来岁月侵，乡言都已变华音。望中故国天同覆，思入寒泉地更深。日出未回东海梦，花开长系北堂心。客衣尚有临行线，寸草春晖忍重吟。
过西山海云院,元末明初,王行,苍崖压境竹缘坡，疏雨苔花两屐过。童子候门施问讯，老僧入座说伽陀。茶屏古翠连枝巧，萝屋繁阴蔽暑多。百丈泉头借禅榻，尧天安乐有行窝。
寄衍独庵斯道,元末明初,王行,蒲团功向熟，那许业缘侵。悟道原非佛，论诗却见心。钵香红稻米，屋老绿萝岑。吾亦惟求静，支筇盍远寻。
寄李鹤瓢士明,元末明初,王行,山瓢形似鹤，山馆泻琼浆。醉后书符验，常时施药忙。坛横星斗影，帔着海霞光。究彻玄玄理，吹笙谒紫皇。
书宝积印衲子房,元末明初,王行,老去无聊即访僧，芒鞋棕帽白云层。此心不竞红尘久，柳絮沾衣悟上乘。
