题目,朝代,作者,内容
贻书自号放庵而得改七芗画一树梅花一放翁便面宛肖其貌索题,清末民国初,陈宝琛,放庵闲放学放翁，得画神貌适与同。平生任天无宿物，不假战胜颜常丰。年时比舍聚姻娅，我甫逾冠君方童。何期垂暮挈子侄，还与割宅居西东。顾予扈从滞渤碣，君尽日饮看霜枫。杞忧屈问亦自哂，天纵不坠终梦梦。昨来瞻觐退就我，积雪璀璀继以风。围炉话旧间星相，寿夭齐视何穷通？家山兵火勿复问，藏酝开瓮留一中。从游邓尉恐无分，且共酒面灯前红。
肃忠亲王书佛遗教经留遗张忠武题后,清末民国初,陈宝琛,溟渤相望脉脉心，不应入地便销沈。迭骑箕尾归何许？下视修罗斗至今。九庙能知臣志苦，众生犹仰佛恩深。殿前一别成终古，开卷双忠俨鉴临。
朱古微校词图,清末民国初,陈宝琛,江潭既放远修门，百种骚心让与君。垂暮荆驼同眼见，一寒雪鹤自声闻。情文尚友兼芳悱，音吕弦诗审寸分。竹垞茗柯身世别，聊将歌哭谢人群。
文小坡冷红簃填词卷子 其一,清末民国初,陈宝琛,流落江南吾小坡，二窗断送卌年过。故知一切谁真妄？奈此回肠荡气何！
文小坡冷红簃填词卷子 其二,清末民国初,陈宝琛,三过吴门一面悭，眼中犹是旧朱颜。如何入画还相避？背坐拈毫对小鬟。
郭侗伯招饮集寒碧簃拜东坡生日分韵得孤字,清末民国初,陈宝琛,天穷人厄总区区，元祐熙丰俯仰殊。海外负瓢犹自适，江干吹笛尽相娱。命宫合有牛箕谤，春梦赢成笠屐图。若较陆张文谢辈，先生生世未暌孤。
次韵愔仲丁卯元旦,清末民国初,陈宝琛,老我前君正卅霜，相知已是十年强。风轮转转无留辙，春梦重重不计场。休会自倾正旦酒，说诗还署岁寒堂。横流何地为安处，遑暇兵尘念故乡？
赠升吉甫尚书,清末民国初,陈宝琛,人中屈轶孰如公？劲草天留抗疾风。百折不渝回日志，万言应悟徙薪忠。靖康至竟阶安石，臣靡终须殪有穷。行幄从容近黄发，可摅所学补天聪。
苏盦作风异图以纪甲子十一月初三日之事,清末民国初,陈宝琛,风沙叫啸日西垂，投止何门正此时。写作昌黎诗意读，天昏地黑扈龙移。
赠黄石孙太守,清末民国初,陈宝琛,茶蓼能甘况蕨薇，一麾坐看刺天飞。去思恰取侨居适，直养何需战胜肥？衔石初心终不改，向阳短发且常晞。最难同趣侔陶翟，俨等才名世亦希。
瑩园禊集分韵得西字,清末民国初,陈宝琛,小桃微破柳初稊，风浴春衣尚未齐。诗侣画图成雅集，禊堂名籍费亲题。出游佳日兼寒食，寻胜芳园匹水西。若与永和较时世，山阴犹得托高栖。
严几道临帖卷子没盖七年矣感题,清末民国初,陈宝琛,吾友严几道，天才绝等伦。但论精八法，亦足废千人。老病终邱首，溪山人战尘。可能持斗酒，沃酹橘花晨？
澹庵约同城西看花顺游诸刹即次其韵,清末民国初,陈宝琛,拨冗看花未失期，老输卉木乐无知。好山到眼虚游兴，旧刹伤心及盛时。多难此身何处著？积旬不见累君思。风光烂漫能轻负？倾尽深杯且说诗。
题画二首 其一 杏花,清末民国初,陈宝琛,桃李纷纷漫斗妍，曲江占断艳阳天。谁怜老秃探花客，坐阅春光六十年。
题画二首 其二 辛夷,清末民国初,陈宝琛,皓质香肌总客尘，分明写照梦中人。将衰正盛何曾觉，肠断年年剩感春。
五月十三日公雨招饮张忠武别业有诗次和,清末民国初,陈宝琛,岁运如环又在丁，万方兵甲几曾停。孤行报主心虚赤，九死为神骨故青。门馆年来长寂寂，须眉公等并星星。酒阑忍泪看遗像，扈圣康时傥效灵。
次韵答愔仲,清末民国初,陈宝琛,刳肝为纸苦期期，犹抱朱书直讲帷。众嫉盍看无党论，独清元自畏人知。栖苴溃止终思治，沈陆横流底避危？子正中年吾耄矣，安巢能舍岁寒枝？
赠实瑞臣宫保,清末民国初,陈宝琛,偶斋谏疏郁华诗，晚及交君未恨迟。功德史宬同纂懿，图书宝笈共甄奇。讲筵各有论思事，试院能忘倡和时？输与年来闲且健，西山秋好自遨嬉。
陈子蕃年丈花著龛遗诗,清末民国初,陈宝琛,榜书犹宝秘香龛，手稿迦陵出枕函。复社风流今故在，忠门涕泪老何堪？劫馀薄宦聊中隐，史料闻吟抵剧谈。讽到晚年追往什，信知杜髓属樊南。
天津至胜芳舟中偶占 其一,清末民国初,陈宝琛,宿雨成泥未阻游，乌云何意镇随舟？衰残偏得天怜惜，乞与晴漪一帆秋。
天津至胜芳舟中偶占 其二,清末民国初,陈宝琛,一路菰青间蓼红，渐收残暑付西风。五年不作烟波梦，谁意家江落眼中！
天津至胜芳舟中偶占 其三,清末民国初,陈宝琛,夹水荷香忽满船，宛然放艇液池年。地偏自合花开晚，只惜相逢欲暝天。
天津至胜芳舟中偶占 其四,清末民国初,陈宝琛,无月无灯坐一更，星光中带候虫声。村居水宿吾都习，但祝年丰永息兵。
同艾卿珏生观荷胜芳,清末民国初,陈宝琛,纪陂之荷高逾丈，叶大如伞柄成杖。幽姿远世不著尘，清馥入秋已添爽。红衣左亸迭迎艇，缟袂右回似避桨。主人筑室中花立，花外苍苍尽苇荡。昔贤以莲比君子，有分吾及见消长。刺船北泊俱盛颜，卌载回风等反掌。金鳘旦旦香满载，此福故知难卒享。营田二淀莫复问，野获慰情且恣赏。万善殿西两侍臣，擘菂拗筒话畴曩。
恩荣周甲蒙赐御书琼林人瑞扁额感赋,清末民国初,陈宝琛,少时涂抹老郎当，六十年来梦几场？晚节敢为科第玷，行朝犹率祖宗章。阮潘生世何多幸，李左酬勋未可方。谁信违天天转笃，蹉跎拆补本寻常。
恭和御制赐寿诗原韵,清末民国初,陈宝琛,一楼潮汐送年芳，奎藻高悬夜吐芒。驽钝心期馀蹇蹇，龙潜文采自堂堂。久荒菊径从臣里，偶听松涛就赐庄。终望及身见平治，健行无息用斯臧。
同澹庵闇公访松旧慈仁寺三松萎其一矣,清末民国初,陈宝琛,双松代以三，顷来已一枯。虽非元明旧，挺立仍不孤。我昔见松始，中兴正多娱。刹那五星终，寺燬祠亦芜。朝市不自保，况此曲瘁株。澹庵欲留真，岁寒趣为图。缅怀乾隆世，七庙雨露濡。孑遗幸相守，冰雪何岁无。还复成双松，后先焉可诬？勿袭广雅误，谓与渔洋符。丁髯熟旧闻，考證能辞劬。
次韵愔仲十一月十五夕月蚀同子申饮市楼,清末民国初,陈宝琛,咄哉凶虿尔何物？大地清光坐阏郁。诗人愤视天偏盲，痴想嫦娥与洗熨。浇愁我辈聊饮醇，琼楼高处滋苦辛。沈沈八万三千户，不减下界流民贫。交会由来盈则食，欲放光明例昏黑。太阴弓矢久不供，剩共保章志侧匿。私忧荧惑危欃枪，士女击鉴徒尔忙。搥环破璧须臾耳，还汝当头明镜水。
杨味云重建贯华阁为图索题,清末民国初,陈宝琛,江山风月两词人，海变陵迁阁又新。一夕抵成挥麈录，九朝忍忆属车尘？风流旷代犹相感，气谊平生孰与伦。二十年前品泉处，曾寻遗迹吊荆榛。
题成澹庵小像,清末民国初,陈宝琛,尘劫无涯独立难，硕人随地寤歌宽。老槐障暑长围座，寒菜经霜又上盘。名帖罢临烹茗赏，小诗谁和取琴弹。雪中忽起看山兴，还就辽松上戒坛。
戊辰元日谕止行礼亲笔书大吉春条分赐诸臣,清末民国初,陈宝琛,筮易初爻得允升，堂廉合志有明征。未乾墨画蝉联下，群捧红笺雀跃兴。书戒日新惟一德，圣由天纵固多能。六龄亲手挥神笔，岁岁宜春受宠曾。
为赵孝陆录绩题夜纺授经图,清末民国初,陈宝琛,读书贵大义，母教养以蒙。先入圣贤言，终身得所宗。赵子早掌制，望实曹司隆。不远元规尘，归卧北窗风。未忘儿时味，为图拟钱洪。两贤生全盛，扬显随遭逢。而子际桑海，偕隐黄李同。拳拳教忠训，养志亦已丰。图成阅五稘，征题及衰翁。因思试院夜，官烛同摇红。遗羹我不逮，戏綵君犹童。永言树背萱，视此岁寒松。
题仁先围城中画册,清末民国初,陈宝琛,玉貌能堪百感攻？两年不见欻成翁。囊来小册犹三绝，瓮有馀醪且一中。瀛海即今谁乐土？江天何日不颠风。故山雨露清明近，等是孤儿痛转蓬。
闰花朝集栩楼分韵得中字,清末民国初,陈宝琛,三闰花朝廿载中，还朝犹忆及春融。不期并海随寒日，得共凭楼数信风。同社杯盘闲趁景，满堂瓶盎艳成丛。十年前事馀惆怅，传烛依然出汉宫。
冒巢民先生遗像为鹤亭题 其一,清末民国初,陈宝琛,清流眉目骚坛主，老作遗民及盛时。礼塔青原观素逝，密之僧腊世谁知？
冒巢民先生遗像为鹤亭题 其二,清末民国初,陈宝琛,隐同禅室酹生辰，年谱新成海未尘。今日耳孙抱遗像，厌兵还恋旧京春。
李次玉双辛夷楼填词图畏庐所绘为拔可题 其一,清末民国初,陈宝琛,庭花如雪人如玉，侧帽江南去不还。凄绝阿兄风雪夜，人琴馀泪话闽山。
李次玉双辛夷楼填词图畏庐所绘为拔可题 其二,清末民国初,陈宝琛,画师宿草亦成邱，旧馆苔荒况胜俦。老矣碧栖尚传食，可能撅笛谱蘋洲？
闰二月廿八日同匏庵稚辛季友梅生迪庵嘿园午原游黑龙潭大觉寺,清末民国初,陈宝琛,花时自失岂关风，韶景何曾负秃翁。潭水有情还作碧，杏林如洗尚留红。上方泉响诸天净，归路山光一雨功。春梦重重谁大觉？与君勘取不空空。
春曹话旧图为曹纕蘅题,清末民国初,陈宝琛,再期心迹付丛残，惭愧头衔附礼官。桑下谁无三宿恋，伊川早有百年叹。帝京文物推排尽，人海云萍会合难。杯酒宣南更成忆，危楼风雨展图看。
汪君牧临金冬心画册 其一,清末民国初,陈宝琛,琴里散声诗逸品，稽留山色落吴门。江南一种承平味，今日追思尽梦痕。
汪君牧临金冬心画册 其二,清末民国初,陈宝琛,少作齐纨久付装，宋元家法故堂堂。损轩诗卷争传世，斜日黄垆总断肠。
题渡边晨亩画孔雀,清末民国初,陈宝琛,北地南禽苦耐冬，故巢云海梦重重。为君不惜倾金翠，芳景清歌讵易逢？
为何梅生书枚如丈赠言感题,清末民国初,陈宝琛,大师本性积为文，晚岁传衣独畀君。两纪孑遗增感旧，数行藏写见尊闻。梦馀鹿洞空香草，烬后鳌峰付乱云。出处何成吾耄矣，平生砻断愧班斤。
濑川浅之进厦门别后顷来主东方文化会事喜晤感赠,清末民国初,陈宝琛,旧欢已是廿年前，君亦苍颜我秃颠。大陆海田凡几变，同文唇齿最相怜。芳时一盏劳追话，秘阁千函待续编。炳烛馀生更何冀，倘销兵气耀奎躔。
竹醉日傒园招饮同愔仲韵,清末民国初,陈宝琛,恨人又阅一星终，公等年华正及中。莫但刻舟伤往迹，要知磨铁恃深功。鸿嗷不集民安托？龙战能贞道未穷。倚杵张弓谁料得，衰残任唤信天翁。
中秋味云招集瑩园赏月分韵得宵字,清末民国初,陈宝琛,满园林樾气萧寥，徐捧冰轮上碧霄。把酒高歌忘客次，灭灯默坐俨僧寮。相看薄袂行多露，长忆轻舠海始潮。又过秋分归未得，忍寒度此可怜宵。
九日集瑩园分韵得客字,清末民国初,陈宝琛,同是寄公孰主客，九九翁参重九席。四秋縻此习兹园，槐柳变黄芦戴白。健者登坡恣吟眺，吾衰后至但饮食。锦囊蛮榼各自携，俊味迭尝杂南北。明年今日定何许？凉月留人乐既夕。周侯恋山期不来，郑老东游倘相忆。
重阳后五日同稚辛梅生师子窝观红叶憩秘魔厓咸侄复儿从,清末民国初,陈宝琛,重阳已过始登高，垒块如山且自陶。霜叶照颜怜老丑，天风吹发助萧骚。陆沈衰壮谁能免，轮转闲忙等一劳。六载僧房题字在，尘中兴减几酋豪。
过觉生寺观华严钟庭中盘松亦数百年物也戊午九日节庵招集其下,清末民国初,陈宝琛,万寿移来永乐钟，铸金年恐后庭松。曾陪髯叟作重九，不扣禅扃经十冬。古绿千钗相映带，洪涛一杵互撞舂。未随估舶沧瀛去，请雨香花久失供。
和愔仲除夕即用其韵,清末民国初,陈宝琛,去日堂堂胡不归？晨光献岁更熹微。思艰行在需三鉴，厌乱都人望六飞。犹有遗臣谁是靡，能知四国岂无挥。危冠到老仍强项，吾道何伤举世非。
王桐孙大令桐阴饲鹤遗照为令子道存题,清末民国初,陈宝琛,勇退知几世所难，象贤养志肯求官？传家忠孝存人纪，送老图书结古欢。一叶报秋谁最警，今年雨雪可胜寒？画中心事无人会，漫作呜阴子和看。
林文恭公遗像为公子贻书提学题,清末民国初,陈宝琛,毅庙中兴祚不永，国脉潜斲天实为。圣功蒙养始以渐，邪正消长争危微。嗟公直讲甫三稔，弃外长与重阍辞。师臣恩礼报匪易，直道难合徒心摧。我时未壮齿僚末，送别旋痛轩弓遗。垂帘负扆一再嬗，衰朽乃亦陪经帷。朝衣幸免葬厓海，鲁羁明济能辞疲？回思比屋侍坐日，往者足惜来焉追。垂髫叔子亦头白，苦抱画像兵间归。乌虖九京其可作，欲语平昔今馀谁？
赠郑苏盦,清末民国初,陈宝琛,君昔避世淞江边，我寿以文今十年。遗黎倒悬难未已，荧惑犯斗还播迁。楼居感愤起赴阙，五载羁绁渤海壖。朝婴夕侧命启沃，分我讲舌随之肩。未明待漏午始退，挥洒百纸神逾间。春花秋月肯放过，健步速嘱颜渥丹。昨者渡海观日出，诗笔涤向华严湍。高吟宣郁动三岛，六钧传视谁能弯？我惭弟畜越周甲，晚及酬唱终力孱。夙闻翁山论臣靡，造物报人报其天。靡也胸中宇泰定，虽极耄老其天全。报以寿耇岂偶尔，此理取證蒙庄言。君曰吾自师邹峄，善养吾气常浩然。斯语君尝以期我，集义无馁同勉旃。
次韵林子有移居 其一,清末民国初,陈宝琛,汉火中衰遘闰馀，露车敢陋九夷居？王城如海犹宜隐，人境无喧便可庐。延月高楼陪母饮，艺蔬隙地课儿锄。治生亦是吾儒事，终胜求官但抱虚。
次韵林子有移居 其二,清末民国初,陈宝琛,萧瑟无缘赋小园，故侯瓜好忆青门。卜居近接三迁宅，思旧鸡招九逝魂。散郁上层望远海，暖寒东际就初暾。他年先友编成记，及共行朝奉至尊。
臣宝琛八十二岁生辰蒙御书老圃黄花标晚节仙洲丹橘拥高门联语并如意文绮以赐感悚恭纪,清末民国初,陈宝琛,羸驽加齿系宸襟，亲御仙毫振玉音。既晚勖为霜下杰，不迁鉴此岁寒心。谈经辟暑恩弥厚，授服怀忧力岂任？耄学宋臣才及第，愧无尘露答高深。
同闇公愔仲观菊罗氏园,清末民国初,陈宝琛,柴桑掇露英，满意诩佳色。宁知千载下，粲烂至此极。迟暮造物怜，区别与装饰。虽穷变化巧，未失幽静德。惜无钱画传，谁补范谱摭？是翁习抱瓮，忧潦那望泽？挼种逮观成，岁岁有新获。世尘了不关，相忘孰主客？
恽南田小像为沅叔题,清末民国初,陈宝琛,俟斋鹤涧傥同俦，三绝犹当第一流。懒记饿乡聊避世，未因艺事累清修。
自题画松,清末民国初,陈宝琛,养源斋外交柯树，不憩凉阴已两年。犯雪蒙霜浑细事，羡渠曾见百年前。
自题画松,清末民国初,陈宝琛,习看柯叶孰知心？绵历风霜不自今。多事柴桑醉中叟，苦将独树较连林。
出永定门里许有松横偃孑立道旁画以传之,清末民国初,陈宝琛,不惜道途老，终伤气类孤。年来兵马过，天幸免樵苏。
和纕蘅移居,清末民国初,陈宝琛,论都喋喋任西东，人海犹藏一粟中。倦圃宦游真意在，山姜诗韵胜流同。冷摊居近书常足，彦会身闲酒不空。铜狄摩挲来醉此，梦馀还对霸城翁。
内藤湖南虎用戊午赠诗韵见寄次和,清末民国初,陈宝琛,宋椠唐钞研汉学，博通何数古晁卿。老来投绂规幽筑，乱后题襟忆旧京。日月经天宁久晦，龙蛇起陆若为平？千秋落落吾徒事，一水盈盈两地情。
庚午元旦,清末民国初,陈宝琛,五年无此好风日，八十三翁喜献春。爆竹彻宵喧梦甚，桃符比户照眸新。民劳得勿真思汉，居陋犹堪托避秦。却为乡邦忧长乱，开门节度亦无人。
清明后三日同季友栗斋熙民梅生子有宰平策六次贡幼实述勤吉庐看杏花旸台纮孙从,清末民国初,陈宝琛,清明初过春弄色，柳黄转绿杏红白。廿年五度旸台游，屡失花时晚乃得。萦冈匝野若烟雾，数十百里树万亿。无风芳华自矜宠，向日光艳相映射。比香雪海差少香，东瀛樱花岂其敌？居人种树取落实，却办诗料供游客。烂漫最数管家岭，层沓周围望无极。山南大工亦擅胜，敢尽天欢穷日力？风光有此不留待，垫巾重为逝者惜。王孙草绿胡末归？欠上秀峰永朝夕。
哀韩克义,清末民国初,陈宝琛,谁尸铸错弃干城？坐致烟尘马邑兵。援绝靴刀知必死，丧归裹革定如生。此才丰镐馀钟毓，无命关张见太平。却袭武乡临别语，元戎痛逝若为情？
心畬国花堂坐雨图为立之题即用其韵,清末民国初,陈宝琛,春梦随花不可寻，廿年几度吊禅林。不因留得榱题在，谁识承平岁月深。
题几道示子璿诗卷子 其一,清末民国初,陈宝琛,航瀛学子岁如林，谁信神州坐陆沉？端合庄书千万本，遍悬横舍作南针。
题几道示子璿诗卷子 其二,清末民国初,陈宝琛,此才不用谁之过？惭愧平生说项斯。腹痛残年及铭墓，弥天兵火读兹诗。
京女摹唐六如班姬纨扇画本漫题一绝,清末民国初,陈宝琛,年芳早晚有秋风，怀袖宁能胜箧中？会得宵游辞辇意，赋才何假五言工！
鹤亭招饮十刹海作荷花生日有诗次和,清末民国初,陈宝琛,为莲作主替延宾，等是京华旅食身。花叶近年无此盛，咏觞我辈不辞频。湖楼酒坐怀贤相，风笛邻家感故人。吾道故应有消长，底须问卜向严遵。
次韵和昀谷,清末民国初,陈宝琛,销夏吟人接笋稠，君诗独得气之秋。脏神净与伊蒲习，舌本甘为谏果留。故垒却来成客燕，横流何意聚闲鸥。应求阅道年时盛，亦有邮筒往复不？
上海严氏三世耄耋图,清末民国初,陈宝琛,齐体修龄世已稀，蝉联三叶并眉梨。涤牏建亦成胡耇，戏綵莱兼有逸妻。良贵未应荣黻佩，幽居傥不识盐醯。乾嘉极盛身亲见，寿域全家取次跻。
仁先于直庐检得景文诚遗茗分啜同人有诗纪事感痛辄和,清末民国初,陈宝琛,行园持橐人两三，板屋寻丈如僧龛。景翁老健癖茗饮，亲点分啜资雄谈。再期肝脾尚此味，坐处形影成优昙。手临真草忍检视，尘积能免供饥蟫。吾宗思旧宝残剩，发匮旦旦勤搜探。闻香无意得龙焙，汲戆盖猛随咀含。吾曹赋性习茶蓼，敢说苦硬终回甘？故人精爽俨临上，饮此后死容无惭。君诗沉哀积百感，三复脸泫吾何堪。此茶隔海谁所致？七鲲身近闽东南。
宋琢绿石兰亭图砚拓本为林甥磊斋题 其一,清末民国初,陈宝琛,禊事留真及爱鹅，此才温谢较如何？残山举目均兴感，淳祐宁能比永和。
宋琢绿石兰亭图砚拓本为林甥磊斋题 其二,清末民国初,陈宝琛,涪翁洮石记亲题，却异元珍采瘴溪。谁为较量绿沈色？归装度陇不曾携。
宋琢绿石兰亭图砚拓本为林甥磊斋题 其三,清末民国初,陈宝琛,巢颊能传外氏风，喜闻金石癖差同。廿年丱弁睽南北，肯挂云帆就秃翁？
题画松赠寿民,清末民国初,陈宝琛,乔木风霜久见侵，青青犹殿旧园林。莫嫌磥砢坚多节，正试平生捧日心。
佟汇白中丞诗墨为楫先郎中题,清末民国初,陈宝琛,开国勋贤重朴忠，一门三叶析圭同。纪恩旄钺归犹子，餐胜江山作寓公。浩劫居然留片羽，壮猷元不薄雕虫。远孙桑海无穷泪，祠墓全无况故宫。
王聘三七十寿诗,清末民国初,陈宝琛,尹京旋出典名藩，展觌东华剩梦痕。铁面故知难偶俗，赤心自昔有成言。乾坤未正身俱老，江海相望义益敦。清健本来臞似鹤，行朝濡翰与开尊。
重九后三日梅生鹤亭纕蘅招游退谷,清末民国初,陈宝琛,香山抵作雪山看，延目晴岚入寿安。卧佛阅人殊未倦，退翁专壑可胜寒？同游如梦承平旧，宿约频移命啸难。犹及残年见岩桧，风林况尚有馀丹。
仁先以梁文忠鄂臬乞病并在讲筵雨次谢摺装卷属题,清末民国初,陈宝琛,引疾犹希国可医，坐看殄瘁未移时。攒宫复土完微愿，书殿横经讵夙期？社饭曩如言不验，太阿人岂柄能持？初元重九僧房话，廿二年中几局棋。
野云贝勒舆春园贝勒各画一马写真其侧图成而春园遽逝感题,清末民国初,陈宝琛,江都画马独神妙，龙种今乃并二难。夙娴骑射本家法，爱骏癖亦伯仲间。阿兄据鞍老益壮，扫秃千颖追曹韩。弟初弄翰已人室，通习马语逾奚官。紫骝黄骢左右控，如扈法从蒐木兰。承平郎艾海西至，封臂供奉荣缨鞶。至今秘殿庋百帧，光价直欲齐荆关。写生况出睦亲宅，连璧进御开天颜。求之画史罕与匹，彝斋松雪终殊班。入秋玉叶惜一陨，火传薪尽滋汍澜。成蓝谢青古有语，请师厩驷佶且闲。
咸侄自江宁来省感作并视豫侄,清末民国初,陈宝琛,我家积厚笃汝父，有官不就耕经畬。手培双玉作书种，及预乡举宾皇都。制科既停趣读律，致泽望断桑海枯。苟全性命垂廿载，兄处弟出饥所驱。文诚世盛掌邦禁，四传及汝食庆馀。出礼人刑取弼教，决狱自古需通儒。今虽悬象间新旧，审克哀敬能忘诸？往来南北顷已艾，澄虑玩易知盈虚。兵休道通远见省，我耄负绁犹海隅。王城降风总堪恋，未忍尽室离吾居。妇贤子才旧德在，藜藿可饱常恬愉。愿若昆友并耆耇，长与群从为楷模。
题马晋百骏图,清末民国初,陈宝琛,马生私淑郎世宁，曾得百骏旧画稿。及对真图诧神妙，晨摹暝追技进道。想见从猎乌梁海，遍睹牧群逐水草。传神绘影尽殊相，复起曹韩且倾倒。此卷缩临仅太半，买玉得羊亦自好。懋勤殿厨犹梦中，可能再见吾已老。
赠章一山左丞,清末民国初,陈宝琛,私淑乡贤逊志斋，晚丁桑海习风霾。一编纶旅心弥重，七日钧天梦未涯。冬至微阳正葭管，北征老病尚麻鞋。酣觞漫作黄农慨，得失相忘是葛怀。
画松赠袁行南中丞,清末民国初,陈宝琛,朔漠冰霜西域雪，鍊成直干故森森。重支大厦求梁栋，此木从来不二心。
自题画松立春日病院作,清末民国初,陈宝琛,梦上西山选佛场，春回寒日总无光。天风吹下支离叟，来伴维摩住病坊。
林文忠公自云贵乞病归手书家塾楹语公曾孙蔚章重装属为题识,清末民国初,陈宝琛,再出身歼星斗南，中兴群帅竟刘戡。陆沈今日神恫甚，剩溯书楹作客谈。
梁退庵先生青灯有味似儿时遗照为公曾孙鸿志题,清末民国初,陈宝琛,乡国征耆献，黄楼不可谖。博通侔左海，都雅迈榕园。曩读公随笔，如聆古格言。百为归檃栝，四部恣燖温。缅想承平盛，能容夙好敦。典章纪南省，掌故载枢垣。阳朔停行幰，沧浪展别樽。丛谈皆有物，旁證必穷源。自世书香业，浑忘节度尊。短檠宁忍弃，墨帐记留痕。炳烛惭生晚，传灯识道存。请看无尽火，洛诵到曾孙。
辛未清明后二日复游旸台山南塔院西峰寺人工一带花开正盛,清末民国初,陈宝琛,回转坡陀白间红，西峰无寺尽芳丛。地偏留得多年树，花晚挨过几夜风？为补前游寻胜遍，幸乘佳日挈家同。无端刬及元同塔，剩对遗黎说大工。
杨屏衡乞题其母金太孺人经声灯影图 其一,清末民国初,陈宝琛,一死祧将斩大宗，奉亲传嗣事重重。图中松柏坚多节，能写冰霜四十冬。
杨屏衡乞题其母金太孺人经声灯影图 其二,清末民国初,陈宝琛,定心皈佛息诸缘，老福非祈自恃天。一记裴侯足传信，机灯端赖北江贤。
寄题米元晖潇湘图,清末民国初,陈宝琛,画禅榜室咸福宫，名迹精鉴罗思翁。潇湘图出虎儿笔，阴霁昏晓交溟濛。裕陵题识至四五，谓与老米家法同。云山卷在喜璧合，辉映羲献宝笈中。通灵转劫七十载，滇徼万里谁能踪？宁知吴船已收载，夜窗贯月光腾虹。主人名斋准宝晋，摊卷云海空复空。三湘九疑落几席，胸次岂直吞云梦？此图南渡推第一，紫阳两跋魁群公。石田垂老渴一睹，况我旅寄尤衰癃。石渠校秘总泡影，昔恨相失今容逢。寒具不设傥弗吝，挂帆早晚江南东。
博沅叔招集同馆四十二人会饮藏园即席赋呈,清末民国初,陈宝琛,残梦能忘认启单，登瀛大拜盛衣冠。诸公犹及当平世，妙选何曾是冗官。禾黍旧京墟欲盏，云萍人海聚原难。羡君自拥书城老，酒罢丹铅尚校刊。
题文叔瀛前辈手钞近思录,清末民国初,陈宝琛,朱学开基二百年，倭曾急起接薪传。中兴馀泽今都尽，前辈潜修此最专。举世笑迂惟信道，斯文留脉傥关天。故知甚敬师伊洛，心画流连重泫然。
赠刘澄如京卿,清末民国初,陈宝琛,通考渊源贵与编，菰芦头白尚怀铅。禀裁纯庙鸿文续，冠序吾皇宝墨鲜。忆共开涂通筚路，傥留填海看桑田。挂瓢池畔孤吟处，回首觚棱二十年。
题崇文节公手钞律赋 其一,清末民国初,陈宝琛,阖门节烈可胜哀，棘院芸厅首重回。留得平原干禄帖，未随忠骨作坑灰。
题崇文节公手钞律赋 其二,清末民国初,陈宝琛,真儒何必薄雕虫，刚健藏棱婀娜中。此亦平生心学验，笔端敬肆系时风。
题傅沅叔藏园校书图,清末民国初,陈宝琛,投老书城祓世尘，廿年绨椠未离身。寻山犹惜分阴暇，隔海亲搜秘藏珍。取次校刊媲黄顾，会看著录过晁陈。一楼双鉴松声里，已傲同光几辈人。
辛未九月十七日文文忠师祠生日作,清末民国初,陈宝琛,为神知尚眷皇州，全局残阑及故邱。强食无人抗封豕，苦心当日狎盟鸥。萧条敢信馀王气，衰耄安能有远谋？六十四年门馆旧，办香亲捧廿三秋。
次韵管洛声移居,清末民国初,陈宝琛,人好牵连到屋乌，横流甚处可安渠？白翎雀冻居何择，赪尾鱼劳气倘苏。世局如棋从反覆，禅心似木孰荣枯？秋风已过莼丝老，沈陆稽天漫忆吴。
以丁巳藏酒分饷仁先有怀愔仲,清末民国初,陈宝琛,开瓮难忘造酿年，酌君今夕且酣眠。国人刻意薰丹穴，术者公言幸奉天。此局倘非孤注博，故乡合有一成田。崎岖最念人从后，可许持荷寒日边？
次韵仁先将之大连留别并示愔仲,清末民国初,陈宝琛,眩人作剧太离奇，囊底贪天失镜机。岂有同舟心胆异，故应接壤辅车依。触蛮抵死犹争战，尧桀平情孰是非？中寿何知臣服罪，事成早办遂初衣。
愔仲索酒并寄以诗,清末民国初,陈宝琛,一瓻远致饮亡何，前路相须事正多。忍便沈冥蠲世虑，不妨温克养天和。千军可扫纡筹笔，三舍终回且枕戈。七载唱酬笙磬叶，直庐揽涕隔沧波。
叠韵答愔仲,清末民国初,陈宝琛,斗车北望夜如年，吴质多愁例不眠。并海有人犹逐日，万方无主正呼天。不成洛邑淹周辙，倘为莱兵反鲁田。敝屣廿年肯回顾，育然本意在安边。
秋草和味云 其一,清末民国初,陈宝琛,黄落山川未足悲，百昌荣悴各因时。偶寻泽畔芳犹在，不向风前劲孰知？天接斜阳看转迥，地邻古塞恐先衰。八公久入商声裹，那更芦笳日夜吹。
秋草和味云 其二,清末民国初,陈宝琛,一从凉吹转蓬科，拾翠无由近御河。别后园林深积箨，旧时池籞冷残荷。掘根险为饥鸿尽，剉荐能禁战马过？头白王孙归得未，乱蛩如雨绕铜驼。
秋草和味云 其三,清末民国初,陈宝琛,迟暮偏为天所怜，忘忧忍辱且留连。陨霜不杀庸非幸，茀道难行孰使然？生意未随枯树尽，幽姿还衬晚花妍。风沙弥望朱颜泽，输与篱东老少年。
秋草和味云 其四,清末民国初,陈宝琛,纷纷丛薄望秋零，莫怪征袍褪故青。正藉绳芟订年历，漫因薆蔽怨骚经。无情不分来飞蝶，同腐终羞托化萤。未报春晖心岂死，寒荄有日吐芳馨。
